0.0307,0.1436,0.0015,0.0016,0.0016,0.0016,0.0015
0.0235,0.1769,0.001,0.001,0.0009,0.001,0.001
0.0292,0.4491,0.0009,0.0009,0.0009,0.0009,0.0009
