0.163,0.0157,0.0547,0.9537,0.0463,0.0026,0.0027
0.1303,0.0124,0.0393,1.1682,0.0388,0.0018,0.0018
0.1529,0.0185,0.0299,3.1634,0.0603,0.0009,0.0009
