0.2061,0.012,0.1083,0.0905,0.0554,0.0027,0.0026
0.2062,0.0084,0.0988,0.1001,0.0413,0.0018,0.0017
0.3705,0.0071,0.1582,0.2067,0.0301,0.0009,0.0009
