0.0798,0.0155,0.0599,0.0155,0.0835,0.0189,0.2585
0.076,0.0111,0.0588,0.0114,0.0676,0.0167,0.2669
0.1188,0.0055,0.0907,0.0055,0.0491,0.0195,0.3965
