0.0491,0.1188,0.2353,0.049,0.0181,0.0849,0.0704
0.0389,0.092,0.1887,0.039,0.014,0.0773,0.0838
0.0339,0.0585,0.1667,0.0342,0.0118,0.118,0.1716
