0.0363,0.4892,0.0649,0.0018,0.0021,0.0018,0.0021
0.0304,0.6039,0.0418,0.0013,0.0012,0.0013,0.0012
0.0594,1.6236,0.0508,0.0009,0.0009,0.0009,0.0009
